history_id,occurred_at_kst,inserted_at_kst,date_kst,week_start_kst,month_kst,record_class,brand,brand_name,method,path,source,user_hash,query,query_normalized,query_length,matched,score,faq_id,faq_question,category_id,category_name,answer_type,selected_model,query_corrected,typo_corrections,explicit_handoff_utterance
18,2026-05-20T22:27:48.604,2026-05-20T22:27:49.188956,2026-05-20,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,Smart와 GO+는 어떤 차이가 있나요?,smart 와 go+ 는 어떤 차이가 있나요,23,true,378,smart-vs-go-plus,Smart와 GO+는 어떤 차이가 있나요?,smart,Smart 시리즈,common,,,[],false
19,2026-05-20T22:28:20.609,2026-05-20T22:28:20.902355,2026-05-20,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,AS 접수,as 접수,5,true,158,as-before-check,불량이 의심되면 바로 AS 접수해야 하나요?,as-service,AS/수리,common,,,[],false
20,2026-05-20T22:28:34.302,2026-05-20T22:28:34.357628,2026-05-20,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,AS 수거와 검수 기간은 얼마나 걸리나요?,as 수거와 검수 기간은 얼마나 걸리나요,23,true,420,as-pickup-time,AS 수거와 검수 기간은 얼마나 걸리나요?,as-service,AS/수리,common,,,[],false
21,2026-05-20T22:53:09.23,2026-05-20T22:53:09.588895,2026-05-20,2026-05-18,2026-05,unknown_no_user_id,laurastar,Laurastar,GET,/faq/search,faq_search,,,,0,false,0,,,,,common,,,[],false
22,2026-05-20T22:53:11.124,2026-05-20T22:53:11.679291,2026-05-20,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,4cf18fa48c23c6b2,불량이 의심되면 바로 AS 접수해야 하나요?,불량이 의심되면 바로 as 접수해야 하나요,24,true,392,as-before-check,불량이 의심되면 바로 AS 접수해야 하나요?,as-service,AS/수리,common,,,[],false
23,2026-05-21T00:16:45.771,2026-05-21T00:16:46.44453,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,IGGI AS는 어떻게 진행되나요?,iggi as 는 어떻게 진행되나요,19,true,374,as-iggi-pickup,IGGI AS는 어떻게 진행되나요?,as-service,AS/수리,common,,,[],false
24,2026-05-21T00:17:06.779,2026-05-21T00:17:06.816484,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,IGGI 마개가 열리지 않아요.,iggi 마개가 열리지 않아요,17,true,366,iggi-cap-stuck,IGGI 마개가 열리지 않아요.,iggi,IGGI 핸디형 스티머,common,,,[],false
25,2026-05-21T00:17:19.612,2026-05-21T00:17:20.026318,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,IGGI 사용 후 마개는 어떻게 보관하나요?,iggi 사용 후 마개는 어떻게 보관하나요,24,true,392,iggi-cap-storage,IGGI 사용 후 마개는 어떻게 보관하나요?,iggi,IGGI 핸디형 스티머,common,,,[],false
26,2026-05-21T00:17:28.468,2026-05-21T00:17:28.736912,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,IGGI 마개가 열리지 않아요.,iggi 마개가 열리지 않아요,17,true,366,iggi-cap-stuck,IGGI 마개가 열리지 않아요.,iggi,IGGI 핸디형 스티머,common,,,[],false
27,2026-05-21T00:17:35.161,2026-05-21T00:17:35.21788,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,IGGI 사용 후 마개는 어떻게 보관하나요?,iggi 사용 후 마개는 어떻게 보관하나요,24,true,392,iggi-cap-storage,IGGI 사용 후 마개는 어떻게 보관하나요?,iggi,IGGI 핸디형 스티머,common,,,[],false
28,2026-05-21T00:17:39.938,2026-05-21T00:17:40.512574,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,사용 설명서,사용 설명서,6,true,236,common-manual-video,사용 설명서나 영상은 어디서 볼 수 있나요?,common,공통 사용/관리,common,,,[],false
29,2026-05-21T00:22:35.561,2026-05-21T00:22:35.839379,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,안녕하세요,안녕하세요,5,false,0,,,,,common,,,[],false
30,2026-05-21T00:23:02.908,2026-05-21T00:23:02.947235,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,"Smart I, Smart M, Smart U 차이가 무엇인가요?",smart i smart m smart u 차이가 무엇인가요,36,true,420,smart-model-differences,"Smart I, Smart M, Smart U 차이가 무엇인가요?",smart,Smart 시리즈,common,,,[],false
31,2026-05-21T00:23:29.556,2026-05-21T00:23:30.060026,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,"Lift, Lift Plus, Lift Xtra 차이가 무엇인가요?",lift lift plus lift xtra 차이가 무엇인가요,37,true,432,lift-model-differences,"Lift, Lift Plus, Lift Xtra 차이가 무엇인가요?",lift,Lift 시리즈,common,,,[],false
32,2026-05-21T00:23:39.728,2026-05-21T00:23:40.240625,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,IZZI와 IZZI Plus 차이가 무엇인가요?,izzi 와 izzi plus 차이가 무엇인가요,26,true,392,izzi-vs-izzi-plus,IZZI와 IZZI Plus 차이가 무엇인가요?,izzi,IZZI 시리즈,common,,,[],false
33,2026-05-21T00:23:53.533,2026-05-21T00:23:53.576452,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,"Lift, Lift Plus, Lift Xtra 차이가 무엇인가요?",lift lift plus lift xtra 차이가 무엇인가요,37,true,432,lift-model-differences,"Lift, Lift Plus, Lift Xtra 차이가 무엇인가요?",lift,Lift 시리즈,common,,,[],false
34,2026-05-21T00:24:16.519,2026-05-21T00:24:16.550738,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,스펙,스펙,2,false,0,,,,,common,,,[],false
35,2026-05-21T00:24:42.906,2026-05-21T00:24:43.449387,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,필터,필터,2,true,98,lift-filter-not-fixed,Lift 새 필터가 고정되지 않아요.,lift,Lift 시리즈,common,,,[],false
36,2026-05-21T00:24:56.645,2026-05-21T00:24:56.946367,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,IZZI/Lift 필터 교체 주기는 어떻게 되나요?,izzi lift 필터 교체 주기는 어떻게 되나요,28,true,410,izzi-lift-filter-replacement,IZZI/Lift 필터 교체 주기는 어떻게 되나요?,izzi,IZZI 시리즈,common,,,[],false
37,2026-05-21T00:25:13.347,2026-05-21T00:25:13.445364,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,IZZI/Lift 필터 디자인이 다른데 오배송인가요?,izzi lift 필터 디자인이 다른데 오배송인가요,29,true,452,izzi-lift-filter-design,IZZI/Lift 필터 디자인이 다른데 오배송인가요?,izzi,IZZI 시리즈,common,,,[],false
38,2026-05-21T00:25:26.581,2026-05-21T00:25:27.013594,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,IZZI/Lift 필터 교체 주기는 어떻게 되나요?,izzi lift 필터 교체 주기는 어떻게 되나요,28,true,410,izzi-lift-filter-replacement,IZZI/Lift 필터 교체 주기는 어떻게 되나요?,izzi,IZZI 시리즈,common,,,[],false
39,2026-05-21T00:25:39.585,2026-05-21T00:25:39.64899,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,IZZI/Lift 필터 디자인이 다른데 오배송인가요?,izzi lift 필터 디자인이 다른데 오배송인가요,29,true,452,izzi-lift-filter-design,IZZI/Lift 필터 디자인이 다른데 오배송인가요?,izzi,IZZI 시리즈,common,,,[],false
40,2026-05-21T00:25:47.971,2026-05-21T00:25:48.498315,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,IZZI/Lift 필터 교체 주기는 어떻게 되나요?,izzi lift 필터 교체 주기는 어떻게 되나요,28,true,410,izzi-lift-filter-replacement,IZZI/Lift 필터 교체 주기는 어떻게 되나요?,izzi,IZZI 시리즈,common,,,[],false
41,2026-05-21T08:08:31.459,2026-05-21T08:08:32.168335,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,안녕하세요,안녕하세요,5,false,0,,,,,common,,,[],false
42,2026-05-21T08:14:49.076,2026-05-21T08:14:49.351212,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,물비움,물비움,3,false,0,,,,,common,,,[],false
43,2026-05-21T08:15:15.914,2026-05-21T08:15:16.607594,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,다리미판 커버 호환은 어떻게 되나요?,다리미판 커버 호환은 어떻게 되나요,20,true,373,board-cover-compatibility,다리미판 커버 호환은 어떻게 되나요?,board-accessory,다리미판/커버/액세서리,common,,,[],false
44,2026-05-21T08:15:35.67,2026-05-21T08:15:35.892355,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,베이지 다리미판을 접어 세우면 두께가 얼마나 되나요?,베이지 다리미판을 접어 세우면 두께가 얼마나 되나요,29,true,418,board-folded-thickness,베이지 다리미판을 접어 세우면 두께가 얼마나 되나요?,board-accessory,다리미판/커버/액세서리,common,,,[],false
45,2026-05-21T08:16:19.629,2026-05-21T08:16:19.707945,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,6d24b5f673800df6,공식 상담메뉴,공식 상담메뉴,7,false,0,,,,,common,,,[],false
46,2026-05-21T09:53:13.549,2026-05-21T09:53:13.736908,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,714fc30295d38271,제품비교,제품비교,4,true,75,lift-model-differences,"Lift, Lift Plus, Lift Xtra 차이가 무엇인가요?",lift,Lift 시리즈,common,,,[],false
47,2026-05-21T12:16:29.556,2026-05-21T12:16:29.987839,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,714fc30295d38271,사용 설명서,사용 설명서,6,true,236,common-manual-video,사용 설명서나 영상은 어디서 볼 수 있나요?,common,공통 사용/관리,common,,,[],false
48,2026-05-21T21:19:03.812,2026-05-21T21:19:04.411326,2026-05-21,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,fe40a64955aeccca,"안녕하세요. 네이버스토어에 문의 남겼는데 사진을 보내달라고 하셔서요. 
잇지 플러스 사용중이고 패브릭가드가 스티머 헤드에 결착이 안되고 계속 빠집니다. 서피스 가드는 좀 꾹 눌러야 하기는 하지만 고정은 되는데 패브릭가드는 아예 결착이 안되네요. 헤드의 문제인지 가드의 문제인지 모르겠는데 조치방법을 안내해 주세요.",안녕하세요 네이버스토어에 문의 남겼는데 사진을 보내달라고 하셔서요 잇지 플러스 사용중이고 패브릭가드가 스티머 헤드에 결착이 안되고 계속 빠집니다 서피스 가드는 좀 꾹 눌러야 하기는 하지만 고정은 되는데 패브릭가드는 아예 결착이 안되네요 헤드의 문제인지 가드의 문제인지 모르겠는데 조치방법을 안내해 주세요,175,true,106,izzi-vs-izzi-plus,IZZI와 IZZI Plus 차이가 무엇인가요?,izzi,IZZI 시리즈,common,,,[],false
49,2026-05-22T16:00:57.434,2026-05-22T16:00:57.705506,2026-05-22,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,1c530678e34536fd,팬이 돌다가 멈춰요,팬이 돌다가 멈춰요,10,false,0,,,,,common,,,[],false
50,2026-05-22T16:01:11.854,2026-05-22T16:01:12.44562,2026-05-22,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,9ea7dd864069ce76,물 부족,물 부족,4,true,98,lift-no-steam-noisy-water-light,Lift 작동 시 소리가 크고 스팀이 안 나오며 물 부족 경고등이 떠요.,lift,Lift 시리즈,common,,,[],false
51,2026-05-22T16:01:21.249,2026-05-22T16:01:21.643937,2026-05-22,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,9ea7dd864069ce76,IZZI/Lift에 물이 있는데 물 부족 경고등이 떠요.,izzi lift 에 물이 있는데 물 부족 경고등이 떠요,31,true,400,izzi-lift-water-warning,IZZI/Lift에 물이 있는데 물 부족 경고등이 떠요.,izzi,IZZI 시리즈,common,,,[],false
52,2026-05-22T16:01:33.387,2026-05-22T16:01:33.419118,2026-05-22,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,9ea7dd864069ce76,전원,전원,2,false,0,,,,,common,,,[],false
53,2026-05-22T16:01:40.482,2026-05-22T16:01:40.880456,2026-05-22,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,9ea7dd864069ce76,"Smart I, Smart M, Smart U 차이가 무엇인가요?",smart i smart m smart u 차이가 무엇인가요,36,true,420,smart-model-differences,"Smart I, Smart M, Smart U 차이가 무엇인가요?",smart,Smart 시리즈,common,,,[],false
54,2026-05-22T16:01:44.725,2026-05-22T16:01:45.401271,2026-05-22,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,1c530678e34536fd,리와인더가 안되요,리와인더가 안되요,9,true,150,izzi-lift-cord-lock,IZZI/Lift 코드선이 잠긴 것 같아요.,izzi,IZZI 시리즈,common,,,[],false
55,2026-05-22T16:03:29.663,2026-05-22T16:03:30.26665,2026-05-22,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,1c530678e34536fd,사용중 누전이 됐어요,사용중 누전이 됐어요,11,false,0,,,,,common,,,[],false
56,2026-05-22T16:03:54.6,2026-05-22T16:03:54.651166,2026-05-22,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,1c530678e34536fd,보일러 통에서 이상한 소리가 나요,보일러 통에서 이상한 소리가 나요,18,true,114,lift-rattle-sound,Lift 새 제품에서 달그락 소리가 나요.,lift,Lift 시리즈,common,,,[],false
57,2026-05-22T16:04:06.211,2026-05-22T16:04:06.637751,2026-05-22,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,1c530678e34536fd,Smart에 물을 채웠는데 보일러통으로 들어가지 않는 것 같아요.,smart 에 물을 채웠는데 보일러통으로 들어가지 않는 것 같아요,36,true,371,smart-water-not-moving,Smart에 물을 채웠는데 보일러통으로 들어가지 않는 것 같아요.,smart,Smart 시리즈,common,,,[],false
58,2026-05-22T16:04:53.617,2026-05-22T16:04:53.676228,2026-05-22,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,1c530678e34536fd,스마트 U 스팀이 안나와요,스마트 u 스팀이 안나와요,14,true,149,smart-model-differences,"Smart I, Smart M, Smart U 차이가 무엇인가요?",smart,Smart 시리즈,common,,,[],false
59,2026-05-22T16:05:16.942,2026-05-22T16:05:17.299741,2026-05-22,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,1c530678e34536fd,스팀분서,스팀분서,4,false,0,,,,,common,,,[],false
60,2026-05-22T16:05:22.34,2026-05-22T16:05:22.379119,2026-05-22,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,1c530678e34536fd,스팀 분사량,스팀 분사량,6,false,0,,,,,common,,,[],false
61,2026-05-22T16:05:49.755,2026-05-22T16:05:49.79984,2026-05-22,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,1c530678e34536fd,실크도 가능한가요?,실크도 가능한가요,10,false,0,,,,,common,,,[],false
62,2026-05-22T16:08:48.557,2026-05-22T16:08:48.994776,2026-05-22,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,1c530678e34536fd,솔플레이트를 써야하는 이유,솔플레이트를 써야하는 이유,14,false,0,,,,,common,,,[],false
63,2026-05-22T16:09:46.401,2026-05-22T16:09:46.61427,2026-05-22,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,1c530678e34536fd,석회 차단되는건가요?,석회 차단되는건가요,11,false,0,,,,,common,,,[],false
64,2026-05-22T16:10:01.635,2026-05-22T16:10:02.029358,2026-05-22,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,1c530678e34536fd,필터 교체 기간은?,필터 교체 기간은,10,true,54,izzi-lift-filter-replacement,IZZI/Lift 필터 교체 주기는 어떻게 되나요?,izzi,IZZI 시리즈,common,,,[],false
65,2026-05-22T16:10:09.955,2026-05-22T16:10:10.342811,2026-05-22,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,1c530678e34536fd,스마트 필터교체 기간,스마트 필터교체 기간,11,true,107,smart-water-not-moving,Smart에 물을 채웠는데 보일러통으로 들어가지 않는 것 같아요.,smart,Smart 시리즈,common,,,[],false
66,2026-05-23T02:40:54.019,2026-05-23T11:40:54.637834,2026-05-23,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,01ab51657c592c32,사용중  뜨거운 물방울이 떨어져요 왜그럴까요??,사용중 뜨거운 물방울이 떨어져요 왜그럴까요,26,true,78,common-first-water-drop,처음 사용할 때 물이 같이 떨어져요.,common,공통 사용/관리,common,,,[],false
67,2026-05-23T08:39:00.09,2026-05-23T17:39:00.731259,2026-05-23,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,9f1c2b6bc3075d40,물통분실구매,물통분실구매,6,false,0,,,,,common,,,[],false
68,2026-05-23T08:39:25.755,2026-05-23T17:39:26.127187,2026-05-23,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,9f1c2b6bc3075d40,iggi 급수물통 구매,iggi 급수물통 구매,12,true,115,iggi-parts-price,IGGI 장갑이나 물통 부품 구매가 가능한가요?,iggi,IGGI 핸디형 스티머,common,,,[],false
69,2026-05-23T23:42:57.403,2026-05-24T08:42:57.793282,2026-05-23,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,88ef6990438397ed,롯데 본점에도 매장이 있어?,롯데 본점에도 매장이 있어,15,false,0,,,,,common,,,[],false
70,2026-05-23T23:43:23.514,2026-05-24T08:43:24.137244,2026-05-23,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,88ef6990438397ed,매장 좀 알려줘,매장 좀 알려줘,8,false,0,,,,,common,,,[],false
71,2026-05-23T23:44:19.049,2026-05-24T08:44:19.680236,2026-05-23,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,88ef6990438397ed,매장 좀 알려줘,매장 좀 알려줘,8,false,0,,,,,common,,,[],false
72,2026-05-24T04:09:23.65,2026-05-24T13:09:24.356743,2026-05-24,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,c2784221dedaca25,제품사용중인데 최근들어 다림질이 거의 안되서 연락드려요,제품사용중인데 최근들어 다림질이 거의 안되서 연락드려요,30,false,0,,,,,common,,,[],false
73,2026-05-24T04:09:28.332,2026-05-24T13:09:29.02024,2026-05-24,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,c2784221dedaca25,https://talk.kakaocdn.net/dna/jtEmw/dJMcbbJfXai/oU1nM6WRB9xajXYPpB1Omt/i_f5e1107482d6.jpg?credential=zf3biCPbmWRjbqf40YGePFLewdou7TIK&expires=1874203767&signature=oLEl6133n2NTSFSAGIuVt%2BGL6ro%3D,https talk kakaocdn net dna jtemw djmcbbjfxai ou1nm6wrb9xajxyppb1omt i f5e1107482d6 jpg credential zf3bicpbmwrjbqf40ygepflewdou7tik expires 1874203767 signature olel6133n2ntsfsagiuvt 2bgl6ro 3d,195,true,110,smart-model-differences,"Smart I, Smart M, Smart U 차이가 무엇인가요?",smart,Smart 시리즈,common,,,[],false
74,2026-05-24T04:09:50.254,2026-05-24T13:09:50.6633,2026-05-24,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,c2784221dedaca25,몇번을 왔다갔다해도 구김현상이 그대로에요 뭐가 문제일까요?,몇번을 왔다갔다해도 구김현상이 그대로에요 뭐가 문제일까요,32,false,0,,,,,common,,,[],false
75,2026-05-24T04:10:27.995,2026-05-24T13:10:28.538864,2026-05-24,2026-05-18,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,c2784221dedaca25,https://talk.kakaocdn.net/dna/ubWVD/dJMcbaXSMw9/xruiTS4ocuYRvQkp9xt92X/i_e8dd1fe695bd.jpg?credential=zf3biCPbmWRjbqf40YGePFLewdou7TIK&expires=1874203827&signature=IWFs%2F1nVZltoUJs8Jp35FtRGrXk%3D,https talk kakaocdn net dna ubwvd djmcbaxsmw9 xruits4ocuyrvqkp9xt92x i e8dd1fe695bd jpg credential zf3bicpbmwrjbqf40ygepflewdou7tik expires 1874203827 signature iwfs 2f1nvzltoujs8jp35ftrgrxk 3d,195,true,117,smart-model-differences,"Smart I, Smart M, Smart U 차이가 무엇인가요?",smart,Smart 시리즈,common,,,[],false
76,2026-05-26T02:48:58.444,2026-05-26T11:48:59.168867,2026-05-26,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,9f1c2b6bc3075d40,따로 구매는 하지못하는거일까요? 제품 사용을 하지못하고잇어서요,따로 구매는 하지못하는거일까요 제품 사용을 하지못하고잇어서요,34,false,0,,,,,common,,,[],false
77,2026-05-26T02:54:17.13,2026-05-26T11:54:17.639459,2026-05-26,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,9f1c2b6bc3075d40,감사합니다~ :),감사합니다,9,false,0,,,,,common,,,[],false
106,2026-05-26T20:32:39.317,2026-05-26T20:32:39.345485,2026-05-26,2026-05-25,2026-05,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,629ec2d7c9814dbc,안녕하세요,안녕하세요,5,false,0,,,,,common,,,[],false
107,2026-05-26T20:32:45.512,2026-05-26T20:32:45.543918,2026-05-26,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/skill/faq,kakao_unified_skill,629ec2d7c9814dbc,,,0,false,0,,,,,common,,,[],false
108,2026-05-26T20:40:38.867,2026-05-26T20:40:38.918576,2026-05-26,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/skill/faq,kakao_unified_skill,629ec2d7c9814dbc,안녕하세요,안녕하세요,5,true,200,base-greeting,인사말,base,기본 응답,common,,,[],false
109,2026-05-26T20:40:43.15,2026-05-26T20:40:43.38053,2026-05-26,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/skill/faq,kakao_unified_skill,629ec2d7c9814dbc,AS 접수,as 접수,5,true,158,as-before-check,불량이 의심되면 바로 AS 접수해야 하나요?,as-service,AS/수리,common,,,[],false
